codigo_ine,municipio,poblacion_2025,n_poligonos_residenciales,superficie_residencial_m2,superficie_residencial_ha,superficie_media_poligono_m2,superficie_mediana_poligono_m2,superficie_max_poligono_m2,perimetro_total_m,suelo_residencial_m2_por_hab,municipio_key,area_m2_SUNC,area_m2_Urbanizable,area_m2_desarrollo,sunc_m2_por_hab,urbanizable_m2_por_hab,comarca,precio_venta_eur_m2,precio_alquiler_eur_m2_mes,poblacion_aprox,tipo_dato,fuente,fecha,reserva_suelo_hab,indice_expansion,densidad_residencial,poblacion_2025_norm,precio_venta_eur_m2_norm,precio_alquiler_eur_m2_mes_norm,suelo_residencial_m2_por_hab_norm,reserva_suelo_hab_norm,indice_expansion_norm,densidad_residencial_norm,precio_venta_score,precio_alquiler_score,coopscore,factor_escala
18164,Puebla de Don Fadrique,2195,2.0,560606.84290292,56.060684290292,280303.42145146,280303.42145146,468676.136066425,11874.906469807434,255.40175075303875,PUEBLA DE D. FADRIQUE,168829.0,197591.0,366420.0,76.91526195899772,90.01867881548975,Comarca de Baza,480.0,8.64,2000.0,E,Estimación por comarca/tipología,2026-05,166.93394077448747,0.6536131419706069,39.15399941666618,0.008792487042200517,0.007671653241273474,0.5993623804463337,0.16684631577097564,0.08834507526588907,0.06557729564658363,0.03684952808469455,0.9923283467587265,0.4006376195536663,12.580996736188414,7.694392802629421
18056,Cúllar,3978,1.0,1446821.41796356,144.682141796356,1446821.41796356,1446821.41796356,1446821.41796356,26160.163925939352,363.7057360391051,CULLAR,,,0.0,,,Comarca de Baza,560.0,8.64,4500.0,E,Estimación por comarca/tipología,2026-05,0.0,0.0,27.494754712707678,0.01641748918045126,0.03835826620636745,0.5993623804463337,0.2408721526077685,0.0,0.0,0.02357737516009565,0.9616417337936325,0.4006376195536663,12.579699956901598,8.288785810426928
18053,Cortes de Baza,1769,8.0,959226.327450755,95.9226327450755,119903.29093134438,100042.6668687675,383662.36889697,25198.70554372349,542.2421297064755,CORTES DE BAZA,229400.0,104266.0,333666.0,129.67778405879028,58.94064443188242,,785.0,8.64,,,,,188.6184284906727,0.347849084675097,18.441945861737384,0.006970697411861305,0.12466436517069429,0.5993623804463337,0.3629018813582071,0.0998209781919249,0.03489985252952296,0.013272225339674842,0.8753356348293058,0.4006376195536663,12.449519150458036,7.478734825567875
18084,Gójar,6371,,,,,,,,210.45425625247583,GOJAR,,,0.0,,,,785.0,8.64,,,,,0.0,0.0,47.516375807072556,0.0266511572213004,0.12466436517069429,0.5993623804463337,0.13612467717814927,0.0,0.0,0.04636873289466367,0.8753356348293058,0.4006376195536663,12.319671049289331,8.759668671029939
18153,Peligros,11725,,,,,,,,210.45425625247583,PELIGROS,302728.0,160167.0,462895.0,25.81901918976546,13.660298507462686,Área Metropolitana,1376.0,8.64,10900.0,V,Idealista/Indomio/Fotocasa 2026,2026-05,39.47931769722815,0.0,47.516375807072556,0.04954754614345097,0.351361718450326,0.5993623804463337,0.13612467717814927,0.02089331430879758,0.0,0.04636873289466367,0.6486382815496741,0.4006376195536663,12.217448569888491,9.369563877524161
18006,Albuñol,7388,10.0,575638.38780028,57.563838780028,57563.838780028,20070.4628073,200276.75849116,21446.925385258783,77.91532049272875,ALBUNOL,,,0.0,,,Costa Tropical,941.0,8.64,7800.0,V,Idealista/Indomio/Fotocasa 2026,2026-05,0.0,0.0,128.3444634092627,0.031000359226124295,0.18450326045262755,0.5993623804463337,0.045534237618992425,0.0,0.0,0.1383783584319786,0.8154967395473725,0.4006376195536663,12.201016348222206,8.907747686788648
18071,Dúrcal,7234,1.0,1066737.592864735,106.67375928647353,1066737.592864735,1066737.592864735,1066737.592864735,22615.52487161055,147.4616523174917,DURCAL,,,0.0,,,Sur de Granada,870.0,8.64,4400.0,E,Estimación por comarca/tipología,2026-05,0.0,0.0,67.81424080661688,0.030341777998255187,0.15726889144610662,0.5993623804463337,0.09306919580782734,0.0,0.0,0.06947454936537822,0.8427311085538933,0.4006376195536663,12.20012775089417,8.886685639065584
18132,Moclín,3503,16.0,1244629.5201638849,124.46295201638848,77789.3450102428,24898.9302425425,252098.406286415,33566.824669597096,355.3038881427019,MOCLIN,,,0.0,,,Poniente Granadino,620.0,8.64,3500.0,E,Estimación por comarca/tipología,2026-05,0.0,0.0,28.14492138623506,0.01438615097760824,0.06137322593018796,0.5993623804463337,0.23512948469149644,0.0,0.0,0.024317484123981055,0.938626774069812,0.4006376195536663,12.161570719115456,8.161660452056282
18135,Montefrío,5283,6.0,644935.961623935,64.4935961623935,107489.3269373225,13531.4453245175,443690.455622055,15376.01117799538,122.07760015595969,MONTEFRIO,,,0.0,,,Poniente Granadino,661.0,8.64,5600.0,V,Idealista/Indomio/Fotocasa 2026,2026-05,0.0,0.0,81.91510962883072,0.02199832361141997,0.07710011507479858,0.5993623804463337,0.07571918141451621,0.0,0.0,0.08552609405202424,0.9228998849252015,0.4006376195536663,12.142036435165961,8.572438665642215
18039,Caniles,3929,1.0,1139734.1608286,113.97341608286,1139734.1608286,1139734.1608286,1139734.1608286,14369.837907926109,290.0825046649529,CANILES,87061.75,128000.0,215061.75,22.15875540850089,32.578264189361164,,785.0,8.64,,,,,54.73701959786205,0.18869466002813112,34.47295110592782,0.01620794060794745,0.12466436517069429,0.5993623804463337,0.19055063120940866,0.028968022283354707,0.018931818705923153,0.031520916274491995,0.8753356348293058,0.4006376195536663,12.112838819576456,8.276394704863307
